car-id,overnightstay
20151421031443-290,yes
20151621031610-102,yes
20151621031648-283,yes
20152521032508-395,no
20152921032959-28,no
20153321033321-89,yes
20154921034946-169,no
20150321040305-564,no
20151621041636-903,no
20152821042813-361,yes
20153121043157-485,yes
20153621043654-816,no
20153821043846-584,yes
20154021044054-397,yes
20154421044426-552,yes
20154421044450-831,yes
20154721044741-483,yes
20154821044806-248,yes
20151921051948-603,yes
20152021052037-513,yes
20150121070130-958,no
20150721070717-32,no
20153321073309-380,no
20154421074459-698,no
20152821082849-866,no
20153321083357-258,no
20153321093337-190,no
20155021105052-315,no
20150421110433-330,no
20151222121215-335,no
20155422015409-486,no
20152422022446-473,no
20154822024836-501,no
20155722035759-975,no
20154322044301-121,no
20152522052539-144,no
20155822055802-926,no
20151222061237-438,yes
20151722061721-346,no
20153022063023-868,no
20153122063114-577,no
20153122063134-260,yes
20153222063230-923,no
20153322063340-765,yes
20153322063352-729,yes
20154922064938-103,no
20150922070941-505,yes
20151022071023-682,no
20152422072455-952,no
20152922072911-283,yes
20152922072959-445,yes
20153022073058-275,yes
20153222073236-42,yes
20153522073506-41,yes
20153922073948-796,yes
20154122074105-174,yes
20154122074120-577,no
20154422074419-68,no
20155622075617-153,no
20155822075801-949,yes
20151522081519-492,yes
20152022082028-22,yes
20153322083304-339,yes
20153622083653-391,yes
20153722083744-703,yes
20154422084401-555,yes
20154922084949-200,yes
20155722085740-393,yes
20150022090025-737,yes
20150522090515-161,no
20150722090733-194,yes
20150922090902-582,yes
20151122091136-164,no
20151322091316-1,yes
20151522091552-607,no
20151522091559-339,yes
20151722091759-375,yes
20152122092109-795,no
20152322092332-533,yes
20153122093107-869,yes
20155522095506-197,yes
20155922095926-679,no
20150122100136-869,yes
20151322101302-482,yes
20151722101713-627,yes
20153222103251-804,yes
20153622103615-743,yes
20154022104050-662,yes
20154622104622-839,yes
20154922104905-300,yes
20155022105003-276,no
20155422105448-970,no
20150022110023-715,yes
20150722110714-462,yes
20150722110730-245,yes
20150922110928-182,yes
20151622111658-627,no
20153722113716-211,yes
20153722113733-394,yes
20154822114816-84,yes
20155822115853-505,yes
20150622120632-733,no
20151622121602-494,no
20151922121927-280,yes
20153622123625-953,no
20153722123707-242,yes
20153922123906-664,no
20154522124556-589,yes
20150422010448-761,yes
20150922010936-575,yes
20151422011417-46,yes
20153922013946-38,yes
20155622015608-652,yes
20151422021441-456,no
20152322022358-505,no
20152422022432-539,no
20152922022915-661,yes
20153722023710-935,yes
20153922023924-852,no
20155222025217-753,yes
20155322025349-465,no
20155722025727-208,yes
20150622030626-334,no
20150922030934-439,yes
20152322032311-486,no
20152322032341-450,yes
20153222033217-0,no
20155222035235-759,yes
20150022040009-518,yes
20150722040729-834,yes
20150822040848-819,yes
20151522041501-365,yes
20151622041646-326,yes
20152622042619-891,no
20153022043011-99,no
20150122050120-946,yes
20150422050455-713,no
20150822050829-375,no
20150922050928-387,no
20151322051315-282,yes
20151722051720-973,yes
20152722052705-796,no
20153322053343-539,yes
20153622053626-161,no
20154122054140-30,yes
20154622054623-743,yes
20155522055527-809,yes
20152922072955-435,no
20154022094032-411,no
20155822095852-890,no
20150123120119-117,no
20155023015030-948,no
20150723020752-755,no
20151423021424-22,no
20155023025046-510,no
20151623031639-511,no
20155223035220-518,no
20151223041229-241,no
20153923043910-954,no
20150323050354-727,no
20152423052446-168,no
20152923052902-547,no
20153723053749-114,no
20153723053754-880,no
20154623054649-582,no
20155023055033-43,no
20155423055401-968,no
20150323060306-955,no
20150723060758-760,yes
20150823060803-803,yes
20150923060951-106,no
20151523061521-500,yes
20151823061817-803,no
20153023063031-787,yes
20153123063158-685,yes
20154323064305-880,yes
20155023065033-796,yes
20150123070109-172,yes
20150723070741-205,yes
20151623071615-935,yes
20152023072028-613,no
20152423072412-875,yes
20153423073421-295,yes
20153523073528-837,no
20153623073647-385,yes
20154423074437-690,yes
20154823074803-769,yes
20154823074848-342,no
20155323075349-302,yes
20150023080039-257,no
20150823080808-694,no
20151923081949-365,no
20153523083548-153,yes
20154023084005-11,yes
20154723084744-576,no
20155323085346-26,no
20155923085951-819,no
20150223090243-726,yes
20150923090925-163,yes
20151523091548-948,yes
20151623091621-956,yes
20151723091752-582,yes
20152623092656-715,no
20152823092842-19,yes
20152923092918-372,no
20152923092919-201,yes
20153423093401-798,no
20153823093810-188,no
20154023094051-730,no
20154423094459-117,yes
20155623095618-430,yes
20150823100828-850,no
20151123101157-660,no
20151923101911-212,no
20152123102144-807,yes
20152923102955-348,yes
20153123103101-33,yes
20153123103101-528,no
20153723103744-695,yes
20154123104149-343,no
20154623104653-166,yes
20155223105214-913,no
20155323105312-749,yes
20150223110226-578,yes
20150623110625-496,yes
20151823111806-134,no
20152323112354-819,no
20152423112402-763,no
20152723112739-990,yes
20153223113200-303,yes
20153323113346-91,no
20153623113600-392,yes
20154423114405-513,no
20155723115727-660,no
20155723115752-52,no
20155823115812-779,yes
20150323120317-848,no
20151923121906-266,yes
20152023122039-382,yes
20152823122846-410,yes
20154323124336-960,yes
20154523124510-943,yes
20150423010420-731,no
20150523010518-241,yes
20150923010916-544,yes
20150923010936-792,no
20152123012154-34,yes
20153423013422-332,yes
20153423013440-640,yes
20153723013743-159,yes
20154023014004-410,no
20154423014424-392,yes
20155123015131-999,yes
20155223015236-307,yes
20155423015434-702,yes
20155623015620-828,yes
20151723021731-685,yes
20151823021857-278,yes
20151923021910-701,no
20153123023152-514,no
20155323025342-343,yes
20155723025701-227,yes
20150323030348-749,yes
20151823031815-439,yes
20151923031906-862,yes
20154123034134-941,no
20155123035157-563,yes
20155723035703-81,yes
20150723040705-993,no
20151023041017-423,yes
20151923041923-108,yes
20152823042829-347,no
20153323043307-820,yes
20154023044021-772,yes
20154223044219-363,no
20155723045729-553,no
20155723045734-820,yes
20150923050915-668,yes
20152923052943-630,yes
20153223053217-248,no
20154023054048-289,no
20154923054902-540,no
20153223063250-386,no
20153023073045-965,no
20154923084945-270,no
20151223091207-538,no
20152423092439-48,no
20153623093637-634,no
20155023095037-787,no
20150723100709-7,no
20151623101605-757,no
20155923105950-11,no
20154023114043-198,yes
20155723115720-27,yes
20152624122615-528,no
20153424013414-84,no
20151024021019-274,no
20151624021626-982,no
20152324022327-190,no
20154324024302-237,no
20152624032647-451,no
20155724045740-714,no
20153724053722-514,no
20154024054007-766,no
20154724054704-212,no
20155024055025-91,no
20150024060036-489,no
20150324060332-594,yes
20150624060606-582,yes
20151224061201-826,no
20151824061812-152,no
20151924061907-803,yes
20152024062006-883,yes
20152024062034-670,no
20152324062346-315,no
20152724062710-421,yes
20153324063329-147,yes
20153324063356-765,no
20155424065455-846,yes
20155724065712-217,yes
20151424071402-400,no
20152524072545-996,yes
20152824072845-49,no
20153624073615-56,yes
20154624074629-769,no
20154824074858-999,no
20155324075339-417,no
20150224080200-493,no
20150624080630-565,yes
20151124081114-91,yes
20151324081302-127,no
20151424081411-231,no
20151724081751-413,yes
20152524082521-737,no
20152824082844-651,yes
20153324083337-471,yes
20153324083347-572,yes
20153924083911-558,yes
20155324085350-784,no
20155424085438-836,no
20155824085808-856,yes
20155824085824-497,no
20150124090106-75,yes
20151924091930-39,yes
20153624093600-684,yes
20154524094502-813,no
20150224100248-221,yes
20150524100507-675,no
20151824101814-266,no
20151824101840-224,yes
20152624102605-26,yes
20152724102732-927,no
20152824102831-487,no
20153424103412-281,yes
20154124104119-137,yes
20154424104413-617,no
20155124105159-309,no
20155424105453-864,yes
20150024110036-855,yes
20151124111122-818,yes
20152424112450-95,no
20152724112733-858,yes
20152924112938-506,yes
20153024113026-294,yes
20153124113131-106,yes
20153824113843-804,no
20154224114208-356,yes
20154524114509-609,yes
20154724114756-664,yes
20155224115207-570,yes
20155524115511-739,yes
20155624115628-693,yes
20150624120647-627,yes
20150924120946-229,yes
20151024121023-596,no
20151224121210-614,yes
20151524121519-784,no
20151824121833-994,yes
20152024122033-3,no
20152924122955-171,no
20153224123257-617,yes
20153424123435-575,yes
20153624123607-78,yes
20153824123838-868,no
20154324124340-646,no
20150724010756-126,yes
20152224012227-459,yes
20152824012815-413,yes
20154324014347-139,yes
20154924014946-833,no
20154924014948-415,yes
20155424015436-907,yes
20155524015550-153,no
20155724015712-546,no
20155724015737-87,yes
20155724015759-778,yes
20155824015804-38,yes
20155824015823-693,yes
20155924015903-145,no
20155924015914-772,yes
20151424021410-748,yes
20152224022249-336,no
20152724022714-969,yes
20153724023747-163,yes
20154224024243-441,yes
20154224024247-121,yes
20154324024355-579,yes
20155224025254-187,yes
20155724025757-642,yes
20155924025958-524,yes
20150324030322-373,no
20150424030442-413,no
20150624030614-941,yes
20151124031108-240,yes
20151624031658-684,yes
20151724031732-555,yes
20151924031912-639,no
20152524032503-334,yes
20152724032744-453,yes
20152924032913-724,yes
20153324033341-637,yes
20154624034607-309,no
20154824034807-478,yes
20155124035131-240,yes
20150124040140-271,no
20150124040148-340,no
20150224040209-825,no
20150224040213-439,no
20150524040536-313,yes
20151024041025-203,no
20151324041317-432,yes
20151424041423-210,no
20151824041829-872,yes
20152124042157-591,no
20153824043829-635,yes
20154024044050-101,yes
20154524044501-338,no
20154524044548-612,no
20154824044810-764,yes
20155024045011-587,yes
20150124050126-399,yes
20150624050603-927,yes
20155724055744-118,yes
20152124062158-997,no
20152224062254-484,no
20152924062916-362,no
20153624063632-719,no
20154324064354-382,no
20154824064815-541,no
20151624071616-309,no
20154024074003-16,no
20153924083906-471,no
20153924093910-207,no
20152824102803-264,no
20152824102805-890,no
20155724105706-534,no
20150424110417-813,no
20150625120621-432,no
20152225122203-527,no
20153525123548-424,no
20155325015305-625,no
20155725045758-771,no
20150225050220-518,no
20151525051529-770,no
20152225052245-62,no
20152625052621-728,no
20153225053247-18,no
20154925054923-603,no
20154925054943-379,no
20150325060300-912,yes
20150425060412-481,yes
20152325062348-193,no
20153225063215-100,no
20153225063218-391,yes
20153525063557-534,no
20155525065551-662,yes
20150825070806-434,no
20150825070821-784,yes
20150925070901-487,yes
20151025071006-134,yes
20151125071146-648,yes
20152625072651-427,no
20154925074904-388,no
20154925074924-66,yes
20155325075339-490,yes
20155725075727-219,yes
20155825075830-372,yes
20150125080138-74,yes
20150625080634-901,no
20150925080935-194,no
20152225082250-866,yes
20154625084640-549,yes
20150825090829-811,no
20151225091206-465,yes
20151225091237-930,yes
20152125092114-567,yes
20153025093014-930,yes
20153225093219-444,no
20153225093249-352,yes
20154425094409-243,no
20154425094430-276,yes
20154625094602-663,no
20155425095427-956,no
20155825095828-312,yes
20152525102559-950,yes
20152625102655-249,yes
20152925102911-696,yes
20153525103553-687,no
20153825103856-49,no
20154625104616-641,yes
20154825104838-640,yes
20150825110832-749,yes
20150925110937-663,yes
20151425111443-882,yes
20152725112715-664,no
20154225114250-921,no
20154325114303-212,no
20154325114323-182,yes
20154625114655-96,yes
20154725114714-121,yes
20154725114748-431,no
20155025115040-735,yes
20155525115514-720,no
20155525115532-571,yes
20155525115546-346,no
20150425120457-276,no
20150625120639-372,no
20151125121136-226,yes
20151925121956-815,no
20153325123355-404,yes
20154025124046-991,yes
20155425125452-157,no
20150325010306-666,yes
20150425010459-670,yes
20150725010752-511,yes
20151725011750-852,no
20153525013548-615,no
20155025015032-304,yes
20155525015511-876,no
20155625015640-270,yes
20155625015640-843,yes
20155825015847-776,yes
20152625022653-561,no
20153425023428-882,no
20153525023538-936,yes
20153925023931-202,yes
20154525024508-630,yes
20155225025231-666,yes
20155525025541-454,yes
20150525030507-605,no
20150725030751-337,yes
20150925030951-84,no
20151025031037-733,yes
20151225031208-655,yes
20151225031224-774,no
20151425031435-396,no
20152925032929-380,yes
20153125033101-388,yes
20153625033655-460,no
20155925035953-311,yes
20150725040701-369,yes
20150825040838-487,yes
20151725041726-478,yes
20152425042429-767,no
20152525042516-108,no
20152525042519-381,yes
20152525042535-195,no
20153625043610-6,no
20154125044106-999,yes
20154225044228-490,yes
20155325045321-836,yes
20155525045516-723,yes
20155525045517-999,yes
20155525045542-362,yes
20150425050434-33,yes
20150525050525-344,yes
20150625050640-406,no
20150825050807-78,yes
20150925050919-689,yes
20154525054551-322,yes
20154625054615-85,yes
20154725054747-248,yes
20155625055644-429,yes
20150625070630-807,no
20150725070715-904,no
20151625071637-666,no
20152925072917-129,no
20153225073249-415,no
20155425085416-230,no
20150925090935-77,no
20151025091049-824,no
20155325095348-282,no
20152925112935-101,yes
20154125114130-0,yes
20155525115534-307,yes
20155725115741-68,yes
20152426012406-588,no
20155826015806-989,no
20150626020646-441,no
20155626025647-261,no
20151126051156-263,no
20150526060526-540,yes
20151726061723-136,no
20151726061756-646,yes
20151826061830-136,no
20152426062434-212,yes
20152626062625-468,yes
20153526063512-278,yes
20154626064610-637,yes
20154626064612-785,yes
20154726064756-747,yes
20154826064823-183,yes
20155626065638-553,yes
20155726065746-437,yes
20155926065928-866,no
20150426070452-144,yes
20150626070610-771,yes
20151826071840-796,no
20151826071854-437,yes
20153226073247-72,yes
20153626073627-527,no
20153726073704-996,yes
20153826073859-860,yes
20155426075432-816,yes
20150226080250-347,no
20150526080553-806,no
20151526081503-628,yes
20152526082520-23,yes
20152726082705-702,no
20155626085619-339,no
20155726085710-998,yes
20150326090318-883,yes
20151126091121-945,no
20151926091952-816,yes
20152326092313-487,no
20155426095420-438,yes
20155626095622-144,yes
20155926095918-705,yes
20155926095923-122,no
20150626100618-442,no
20150826100844-912,yes
20150826100847-715,yes
20151726101752-323,yes
20152126102142-711,yes
20152126102158-822,no
20154026104010-209,no
20155326105308-899,yes
20150026110014-327,yes
20150626110618-930,no
20150726110738-643,yes
20150726110746-402,no
20150826110843-267,no
20150926110935-427,no
20151426111428-477,yes
20152926112925-771,no
20153126113149-67,no
20153426113444-229,no
20154626114630-175,no
20154726114709-355,yes
20154826114830-851,yes
20150626120628-726,no
20150626120643-518,no
20151626121657-196,yes
20151826121830-361,yes
20152026122051-313,no
20154926124914-356,yes
20154926124932-480,yes
20155026125036-291,yes
20155226125229-218,yes
20155226125254-369,no
20155526125517-937,yes
20155926125915-298,yes
20150826010800-879,yes
20152026012040-215,no
20152326012317-940,yes
20153126013121-122,yes
20153826013830-715,no
